0 5.99924 19.5975 460.894 192.063
0.0001 5.99924 19.5975 460.894 192.063
0.0002 5.99924 19.5975 460.894 192.063
0.0003 5.99924 19.5975 460.894 192.063
0.0004 5.99924 19.5975 460.894 192.063
0.0005 5.99924 19.5975 460.894 192.063
0.0006 5.99924 19.5975 460.894 192.063
0.0007 5.99924 19.5975 460.894 192.063
0.0008 5.99924 19.5975 460.894 192.063
0.0009 5.99924 19.5975 460.894 192.063
0.001 5.99924 19.5975 460.894 192.063
0.0011 5.99924 19.5975 460.894 192.063
0.0012 5.99924 19.5975 460.894 192.063
0.0013 5.99924 19.5975 460.894 192.063
0.0014 5.99924 19.5975 460.894 192.063
0.0015 5.99924 19.5975 460.894 192.063
0.0016 5.99924 19.5975 460.894 192.063
0.0017 5.99924 19.5975 460.894 192.063
0.0018 5.99924 19.5975 460.894 192.063
0.0019 5.99924 19.5975 460.894 192.063
0.002 5.99924 19.5975 460.894 192.063
0.0021 5.99924 19.5975 460.894 192.063
0.0022 5.99924 19.5975 460.894 192.063
0.0023 5.99924 19.5975 460.894 192.063
0.0024 5.99924 19.5975 460.894 192.063
0.0025 5.99924 19.5975 460.894 192.063
0.0026 5.99924 19.5975 460.894 192.063
0.0027 5.99924 19.5975 460.894 192.063
0.0028 5.99924 19.5975 460.894 192.063
0.0029 5.99924 19.5975 460.894 192.063
0.003 5.99924 19.5975 460.894 192.063
0.0031 5.99924 19.5975 460.894 192.063
0.0032 5.99924 19.5975 460.894 192.063
0.0033 5.99924 19.5975 460.894 192.063
0.0034 5.99924 19.5975 460.894 192.063
0.0035 5.99924 19.5975 460.894 192.063
0.0036 5.99924 19.5975 460.894 192.063
0.0037 5.99924 19.5975 460.894 192.063
0.0038 5.99924 19.5975 460.894 192.063
0.0039 5.99924 19.5975 460.894 192.063
0.004 5.99924 19.5975 460.894 192.063
0.0041 5.99924 19.5975 460.894 192.063
0.0042 5.99924 19.5975 460.894 192.063
0.0043 5.99924 19.5975 460.894 192.063
0.0044 5.99924 19.5975 460.894 192.063
0.0045 5.99924 19.5975 460.894 192.063
0.0046 5.99924 19.5975 460.894 192.063
0.0047 5.99924 19.5975 460.894 192.063
0.0048 5.99924 19.5975 460.894 192.063
0.0049 5.99924 19.5975 460.894 192.063
0.005 5.99924 19.5975 460.894 192.063
0.0051 5.99924 19.5975 460.894 192.063
0.0052 5.99924 19.5975 460.894 192.063
0.0053 5.99924 19.5975 460.894 192.063
0.0054 5.99924 19.5975 460.894 192.063
0.0055 5.99924 19.5975 460.894 192.063
0.0056 5.99924 19.5975 460.894 192.063
0.0057 5.99924 19.5975 460.894 192.063
0.0058 5.99924 19.5975 460.894 192.063
0.0059 5.99924 19.5975 460.894 192.063
0.006 5.99924 19.5975 460.894 192.063
0.0061 5.99924 19.5975 460.894 192.063
0.0062 5.99924 19.5975 460.894 192.063
0.0063 5.99924 19.5975 460.894 192.063
0.0064 5.99924 19.5975 460.894 192.063
0.0065 5.99924 19.5975 460.894 192.063
0.0066 5.99924 19.5975 460.894 192.063
0.0067 5.99924 19.5975 460.894 192.063
0.0068 5.99924 19.5975 460.894 192.063
0.0069 5.99924 19.5975 460.894 192.063
0.007 5.99924 19.5975 460.894 192.063
0.0071 5.99924 19.5975 460.894 192.063
0.0072 5.99924 19.5975 460.894 192.063
0.0073 5.99924 19.5975 460.894 192.063
0.0074 5.99924 19.5975 460.894 192.063
0.0075 5.99924 19.5975 460.894 192.063
0.0076 5.99924 19.5975 460.894 192.063
0.0077 5.99924 19.5975 460.894 192.063
0.0078 5.99924 19.5975 460.894 192.063
0.0079 5.99924 19.5975 460.894 192.063
0.008 5.99924 19.5975 460.894 192.063
0.0081 5.99924 19.5975 460.894 192.063
0.0082 5.99924 19.5975 460.894 192.063
0.0083 5.99924 19.5975 460.894 192.063
0.0084 5.99924 19.5975 460.894 192.063
0.0085 5.99924 19.5975 460.894 192.063
0.0086 5.99924 19.5975 460.894 192.063
0.0087 5.99924 19.5975 460.894 192.063
0.0088 5.99924 19.5975 460.894 192.063
0.0089 5.99924 19.5975 460.894 192.063
0.009 5.99924 19.5975 460.894 192.063
0.0091 5.99924 19.5975 460.894 192.063
0.0092 5.99924 19.5975 460.894 192.063
0.0093 5.99924 19.5975 460.894 192.063
0.0094 5.99924 19.5975 460.894 192.063
0.0095 5.99924 19.5975 460.894 192.063
0.0096 5.99924 19.5975 460.894 192.063
0.0097 5.99924 19.5975 460.894 192.063
0.0098 5.99924 19.5975 460.894 192.063
0.0099 5.99924 19.5975 460.894 192.063
0.01 5.99924 19.5975 460.894 192.063
0.0101 5.99924 19.5975 460.894 192.063
0.0102 5.99924 19.5975 460.894 192.063
0.0103 5.99924 19.5975 460.894 192.063
0.0104 5.99924 19.5975 460.894 192.063
0.0105 5.99924 19.5975 460.894 192.063
0.0106 5.99924 19.5975 460.894 192.063
0.0107 5.99924 19.5975 460.894 192.063
0.0108 5.99924 19.5975 460.894 192.063
0.0109 5.99924 19.5975 460.894 192.063
0.011 5.99924 19.5975 460.894 192.063
0.0111 5.99924 19.5975 460.894 192.063
0.0112 5.99924 19.5975 460.894 192.063
0.0113 5.99924 19.5975 460.894 192.063
0.0114 5.99924 19.5975 460.894 192.063
0.0115 5.99924 19.5975 460.894 192.063
0.0116 5.99924 19.5975 460.894 192.063
0.0117 5.99924 19.5975 460.894 192.063
0.0118 5.99924 19.5975 460.894 192.063
0.0119 5.99924 19.5975 460.894 192.063
0.012 5.99924 19.5975 460.894 192.063
0.0121 5.99924 19.5975 460.894 192.063
0.0122 5.99924 19.5975 460.894 192.063
0.0123 5.99924 19.5975 460.894 192.063
0.0124 5.99924 19.5975 460.894 192.063
0.0125 5.99924 19.5975 460.894 192.063
0.0126 5.99924 19.5975 460.894 192.063
0.0127 5.99924 19.5975 460.894 192.063
0.0128 5.99924 19.5975 460.894 192.063
0.0129 5.99924 19.5975 460.894 192.063
0.013 5.99924 19.5975 460.894 192.063
0.0131 5.99924 19.5975 460.894 192.063
0.0132 5.99924 19.5975 460.894 192.063
0.0133 5.99924 19.5975 460.894 192.063
0.0134 5.99924 19.5975 460.894 192.063
0.0135 5.99924 19.5975 460.894 192.063
0.0136 5.99924 19.5975 460.894 192.063
0.0137 5.99924 19.5975 460.894 192.063
0.0138 5.99924 19.5975 460.894 192.063
0.0139 5.99924 19.5975 460.894 192.063
0.014 5.99924 19.5975 460.894 192.063
0.0141 5.99924 19.5975 460.894 192.063
0.0142 5.99924 19.5975 460.894 192.063
0.0143 5.99924 19.5975 460.894 192.063
0.0144 5.99924 19.5975 460.894 192.063
0.0145 5.99924 19.5975 460.894 192.063
0.0146 5.99924 19.5975 460.894 192.063
0.0147 5.99924 19.5975 460.894 192.063
0.0148 5.99924 19.5975 460.894 192.063
0.0149 5.99924 19.5975 460.894 192.063
0.015 5.99924 19.5975 460.894 192.063
0.0151 5.99924 19.5975 460.894 192.063
0.0152 5.99924 19.5975 460.894 192.063
0.0153 5.99924 19.5975 460.894 192.063
0.0154 5.99924 19.5975 460.894 192.063
0.0155 5.99924 19.5975 460.894 192.063
0.0156 5.99924 19.5975 460.894 192.063
0.0157 5.99924 19.5975 460.894 192.063
0.0158 5.99924 19.5975 460.894 192.063
0.0159 5.99924 19.5975 460.894 192.063
0.016 5.99924 19.5975 460.894 192.063
0.0161 5.99924 19.5975 460.894 192.063
0.0162 5.99924 19.5975 460.894 192.063
0.0163 5.99924 19.5975 460.894 192.063
0.0164 5.99924 19.5975 460.894 192.063
0.0165 5.99924 19.5975 460.894 192.063
0.0166 5.99924 19.5975 460.894 192.063
0.0167 5.99924 19.5975 460.894 192.063
0.0168 5.99924 19.5975 460.894 192.063
0.0169 5.99924 19.5975 460.894 192.063
0.017 5.99924 19.5975 460.894 192.063
0.0171 5.99924 19.5975 460.894 192.063
0.0172 5.99924 19.5975 460.894 192.063
0.0173 5.99924 19.5975 460.894 192.063
0.0174 5.99924 19.5975 460.894 192.063
0.0175 5.99924 19.5975 460.894 192.063
